99,Bar202,2007,B,bar202@bsw.com,BU12A
100,Bar203,2007,B,bar203@bsw.com,BU12A
101,Bar204,2007,B,bar204@bsw.com,BU12A
102,Bar205,2007,B,bar205@bsw.com,BU12A
103,Bar206,2007,B,bar206@bsw.com,BU12A
104,Bar207,2007,B,bar207@bsw.com,BU12A
105,Bar208,2007,B,bar208@bsw.com,BU12A
106,Bar209,2007,B,bar209@bsw.com,BU12A
107,Bar210,2007,B,bar210@bsw.com,BU12B
108,Bar211,2007,B,bar211@bsw.com,BU12B
109,Bar212,2007,B,bar212@bsw.com,BU12B
110,Bar213,2007,B,bar213@bsw.com,BU12B
111,Bar214,2007,B,bar214@bsw.com,BU12B
112,Bar215,2007,B,bar215@bsw.com,BU12B
113,Bar216,2007,B,bar216@bsw.com,BU12B
114,Bar217,2007,B,bar217@bsw.com,BU12C
115,Bar218,2007,B,bar218@bsw.com,BU12C
116,Bar219,2007,B,bar219@bsw.com,BU12C
117,Bar220,2007,B,bar220@bsw.com,BU12C
118,Bar221,2007,B,bar221@bsw.com,BU12C
119,Bar222,2007,B,bar222@bsw.com,BU12C
120,Bar223,2007,B,bar223@bsw.com,BU12C
121,Bar224,2007,B,bar224@bsw.com,BU12D
122,Bar225,2007,B,bar225@bsw.com,BU12D
123,Bar226,2007,B,bar226@bsw.com,BU12D
124,Bar227,2007,B,bar227@bsw.com,BU12D
125,Bar228,2007,B,bar228@bsw.com,BU12D
126,Bar229,2007,B,bar229@bsw.com,BU12D
127,Bar230,2007,B,bar230@bsw.com,BU12D
128,Bar231,2007,B,bar231@bsw.com,BU12D
129,ddd,2008,B,ddd,UR
130,s22,2008,G,sssssddddd,UR
131,s2222,2008,G,sssssddddd,UR
132,s223,2007,B,sssssddddd,UR
133,sssd,2007,G,sssssddddd,UR
